Species_Abv,Common Species Name,Genus,Species ,Patient ID,Date Admitted,Month Admitted,Day Admitted,Year Admitted,Month-Year Admitted,Month Na Admitted,Quarter Admitted,Quarter-Year Admitted,Date Released,Duration of Care,Details of rescue,Disposition,Survive 
MIKI,,,,5844-12-167,6/22/2012,6,22,2012,6-2012,Jun,2,2-2012,6/29/2012,7,S COLLISION,EUTHANIZED,
BDOW,,,,5845-12-168,6/22/2012,6,22,2012,6-2012,Jun,2,2-2012,8/11/2012,50,S COLLISION,RELEASED,
MIKI,,,,5846-12-169,6/28/2012,6,28,2012,6-2012,Jun,2,2-2012,7/3/2012,5,COLLISION,EUTHANIZED,
BWHA,,,,5847-12-170,6/28/2012,6,28,2012,6-2012,Jun,2,2-2012,6/28/2012,0,,EUTHANIZED,
MIKI,,,,5848-12-171,6/28/2012,6,28,2012,6-2012,Jun,2,2-2012,,NA,TRANSFER IN/ORPHANED,TRANSFERRED,
COHA,,,,5849-12-172,6/28/2012,6,28,2012,6-2012,Jun,2,2-2012,7/25/2012,27,S COLLISION,RELEASED,
COHA,,,,5850-12-173,6/29/2012,6,29,2012,6-2012,Jun,2,2-2012,7/3/2012,4,S COLLISION,EUTHANIZED,
MIKI,,,,5851-12-174,7/2/2012,7,2,2012,7-2012,Jul,3,3-2012,9/29/2012,89,ORPHANED,EUTHANIZED,
EASO,,,,5852-12-175,7/2/2012,7,2,2012,7-2012,Jul,3,3-2012,7/2/2012,0,S COLLISION,DIED,
OSPR,,,,5853-12-176,7/3/2012,7,3,2012,7-2012,Jul,3,3-2012,7/4/2012,1,ORPHANED,DIED,
MIKI,,,,5854-12-177,7/3/2012,7,3,2012,7-2012,Jul,3,3-2012,9/1/2012,60,ORPHANED,RELEASED,
RSHA,,,,5855-12-178,7/4/2012,7,4,2012,7-2012,Jul,3,3-2012,7/4/2012,0,ORPHANED,DIED,
OSPR,,,,5856-12-179,7/5/2012,7,5,2012,7-2012,Jul,3,3-2012,8/3/2012,29,TRAPPED/ENTANGLED,RELEASED,
MIKI,,,,5857-12-180,7/5/2012,7,5,2012,7-2012,Jul,3,3-2012,7/6/2012,1,ORPHANED,EUTHANIZED,
MIKI,,,,5858-12-181,7/6/2012,7,6,2012,7-2012,Jul,3,3-2012,9/12/2012,68,TRANSFER IN/ORPHANED,RELEASED,
MIKI,,,,5859-12-182,7/6/2012,7,6,2012,7-2012,Jul,3,3-2012,9/1/2012,57,TRANSFER IN/ORPHANED,RELEASED,
MIKI,,,,5860-12-183,7/6/2012,7,6,2012,7-2012,Jul,3,3-2012,9/1/2012,57,TRANSFER IN/ORPHANED,RELEASED,
STHA,,,,5861-12-184,7/6/2012,7,6,2012,7-2012,Jul,3,3-2012,,NA,TRANSFER IN,PENDING,
BWHA,,,,5862-12-185,7/6/2012,7,6,2012,7-2012,Jul,3,3-2012,12/6/2012,153,TRANSFER IN,EUTHANIZED,
BDOW,,,,5863-12-186,7/6/2012,7,6,2012,7-2012,Jul,3,3-2012,7/6/2012,0,S COLLISION,EUTHANIZED,
TUVU,,,,5864-12-187,7/7/2012,7,7,2012,7-2012,Jul,3,3-2012,7/7/2012,0,S COLLISION,EUTHANIZED,
OSPR,,,,5865-12-188,7/7/2012,7,7,2012,7-2012,Jul,3,3-2012,8/12/2012,36,TRANSFER IN/TRAPPED,RELEASED,
MIKI,,,,5866-12-189,7/8/2012,7,8,2012,7-2012,Jul,3,3-2012,9/1/2012,55,,RELEASED,
BLVU,,,,5867-12-190,7/8/2012,7,8,2012,7-2012,Jul,3,3-2012,10/26/2012,110,S COLLISION,EUTHANIZED,
RTHA,,,,5868-12-191,7/9/2012,7,9,2012,7-2012,Jul,3,3-2012,7/10/2012,1,EMACIATION,DIED,
RSHA,,,,5869-12-192,7/10/2012,7,10,2012,7-2012,Jul,3,3-2012,8/26/2012,47,ORPHANED,RELEASED,
MIKI,,,,5870-12-193,7/10/2012,7,10,2012,7-2012,Jul,3,3-2012,9/19/2012,71,GUNSHOT,RELEASED,
GHOW,,,,5871-12-194,7/10/2012,7,10,2012,7-2012,Jul,3,3-2012,7/12/2012,2,S COLLISION,DIED,
MIKI,,,,5872-12-195,7/11/2012,7,11,2012,7-2012,Jul,3,3-2012,9/12/2012,63,S COLLISION,RELEASED,
AMKE,,,,5873-12-196,7/12/2012,7,12,2012,7-2012,Jul,3,3-2012,7/13/2012,1,S COLLISION,DIED,
TUVU,,,,5874-12-197,7/12/2012,7,12,2012,7-2012,Jul,3,3-2012,7/12/2012,0,S COLLISION,EUTHANIZED,
BDOW,,,,5875-12-198,7/13/2012,7,13,2012,7-2012,Jul,3,3-2012,7/13/2012,0,S COLLISION,EUTHANIZED,
MIKI,,,,5876-12-199,7/14/2012,7,14,2012,7-2012,Jul,3,3-2012,7/30/2012,16,TRANSFER IN/S COLLISION,DIED,
EASO,,,,5877-12-200,7/15/2012,7,15,2012,7-2012,Jul,3,3-2012,7/16/2012,1,TRAPPED/ENTANGLED,DIED,
MIKI,,,,5878-12-201,7/15/2012,7,15,2012,7-2012,Jul,3,3-2012,7/15/2012,0,,DIED,
BWHA,,,,5879-12-202,7/16/2012,7,16,2012,7-2012,Jul,3,3-2012,7/24/2012,8,S COLLISION,ESCAPED,
MIKI,,,,5880-12-203,7/17/2012,7,17,2012,7-2012,Jul,3,3-2012,7/12/2012,NA,COLLISION,EUTHANIZED,
MIKI,,,,5881-12-204,7/18/2012,7,18,2012,7-2012,Jul,3,3-2012,9/19/2012,63,GUNSHOT,RELEASED,
OSPR,,,,5882-12-205,7/19/2012,7,19,2012,7-2012,Jul,3,3-2012,7/19/2012,0,TRAPPED/ENTANGLED,EUTHANIZED,
OSPR,,,,5883-12-206,7/19/2012,7,19,2012,7-2012,Jul,3,3-2012,7/25/2012,6,COLLISION,DIED,
RSHA,,,,5884-12-207,7/21/2012,7,21,2012,7-2012,Jul,3,3-2012,9/21/2012,62,S COLLISION,RELEASED,
MIKI,,,,5885-12-208,7/21/2012,7,21,2012,7-2012,Jul,3,3-2012,7/30/2012,9,COLLISION: FFN,EUTHANIZED,
STKI,,,,5886-12-209,7/21/2012,7,21,2012,7-2012,Jul,3,3-2012,7/30/2012,9,S COLLISION,DIED,
RSHA,,,,5887-12-210,7/22/2012,7,22,2012,7-2012,Jul,3,3-2012,8/26/2012,35,S COLLISION,RELEASED,
MIKI,,,,5888-12-211,7/22/2012,7,22,2012,7-2012,Jul,3,3-2012,7/23/2012,1,GUNSHOT,EUTHANIZED,
COHA,,,,5889-12-212,7/22/2012,7,22,2012,7-2012,Jul,3,3-2012,8/7/2012,16,COLLISION,RELEASED,
EASO,,,,5890-12-213,7/23/2012,7,23,2012,7-2012,Jul,3,3-2012,,NA,COLLISION,EUTHANIZED,
TUVU,,,,5891-12-214,7/23/2012,7,23,2012,7-2012,Jul,3,3-2012,7/23/2012,0,S COLLISION,DIED,
MIKI,,,,5892-12-215,7/24/2012,7,24,2012,7-2012,Jul,3,3-2012,9/7/2012,45,S COLLISION,EUTHANIZED,
MIKI,,,,5893-12-216,7/25/2012,7,25,2012,7-2012,Jul,3,3-2012,7/25/2012,0,S COLLISION,EUTHANIZED,
OSPR,,,,5894-12-217,7/25/2012,7,25,2012,7-2012,Jul,3,3-2012,8/31/2012,37,S SPP CONFLICT,RELEASED,
RTHA,,,,5895-12-218,7/26/2012,7,26,2012,7-2012,Jul,3,3-2012,9/16/2012,52,,RELEASED,
BLVU,,,,5896-12-219,7/28/2012,7,28,2012,7-2012,Jul,3,3-2012,7/28/2012,0,HBC,DIED,
RTHA,,,,5897-12-220,7/28/2012,7,28,2012,7-2012,Jul,3,3-2012,9/18/2012,52,INFECTION,EUTHANIZED,
COHA,,,,5898-12-221,7/30/2012,7,30,2012,7-2012,Jul,3,3-2012,7/31/2012,1,,DIED,
RTHA,,,,5899-12-222,7/31/2012,7,31,2012,7-2012,Jul,3,3-2012,8/24/2012,24,S COLLISION,EUTHANIZED,
GHOW,,,,5900-12-223,8/1/2012,8,1,2012,8-2012,Aug,3,3-2012,8/3/2012,2,S COLLISION,EUTHANIZED,
MIKI,,,,5901-12-224,8/1/2012,8,1,2012,8-2012,Aug,3,3-2012,9/12/2012,42,SPP CONFLICT,RELEASED,
MIKI,,,,5902-12-225,8/2/2012,8,2,2012,8-2012,Aug,3,3-2012,8/4/2012,2,TRANSFER IN,EUTHANIZED,
MIKI,,,,5903-12-226,8/3/2012,8,3,2012,8-2012,Aug,3,3-2012,8/24/2012,21,SPP CONFLICT,DIED,
COHA,,,,5904-12-227,8/3/2012,8,3,2012,8-2012,Aug,3,3-2012,8/3/2012,0,,EUTHANIZED,
COHA,,,,5905-12-228,8/5/2012,8,5,2012,8-2012,Aug,3,3-2012,8/5/2012,0,S COLLISION,EUTHANIZED,
MIKI,,,,5906-12-229,8/5/2012,8,5,2012,8-2012,Aug,3,3-2012,8/5/2012,0,S COLLISION,EUTHANIZED,
BDOW,,,,5907-12-230,8/5/2012,8,5,2012,8-2012,Aug,3,3-2012,9/9/2012,35,S COLLISION,RELEASED,
MIKI,,,,5908-12-231,8/6/2012,8,6,2012,8-2012,Aug,3,3-2012,8/11/2012,5,,EUTHANIZED,
RTHA,,,,5909-12-232,8/7/2012,8,7,2012,8-2012,Aug,3,3-2012,8/7/2012,0,TRANSFER IN/S COLLISION,EUTHANIZED,
BLVU,,,,5910-12-233,8/8/2012,8,8,2012,8-2012,Aug,3,3-2012,8/15/2012,7,S COLLISION,EUTHANIZED,
COHA,,,,5911-12-234,8/9/2012,8,9,2012,8-2012,Aug,3,3-2012,8/9/2012,0,,EUTHANIZED,
COHA,,,,5912-12-235,8/9/2012,8,9,2012,8-2012,Aug,3,3-2012,8/11/2012,2,S COLLISION,EUTHANIZED,
COHA,,,,5913-12-236,8/12/2012,8,12,2012,8-2012,Aug,3,3-2012,8/23/2012,11,COLLISION,EUTHANIZED,
OSPR,,,,5914-12-237,8/12/2012,8,12,2012,8-2012,Aug,3,3-2012,8/13/2012,1,S COLLISION,DIED,
RTHA,,,,5915-12-238,8/12/2012,8,12,2012,8-2012,Aug,3,3-2012,8/14/2012,2,S COLLISION,DIED,
COHA,,,,5916-12-239,8/17/2012,8,17,2012,8-2012,Aug,3,3-2012,9/2/2012,16,COLLISION,RELEASED,
RTHA,,,,5917-12-240,8/17/2012,8,17,2012,8-2012,Aug,3,3-2012,8/20/2012,3,,DIED,
COHA,,,,5918-12-241,8/18/2012,8,18,2012,8-2012,Aug,3,3-2012,8/18/2012,0,,EUTHANIZED,
OSPR,,,,5919-12-242,8/18/2012,8,18,2012,8-2012,Aug,3,3-2012,10/25/2012,68,SPP CONFLICT,EUTHANIZED,
MIKI,,,,5920-12-243,8/18/2012,8,18,2012,8-2012,Aug,3,3-2012,8/24/2012,6,S COLLISION,EUTHANIZED,
COHA,,,,5921-12-244,8/20/2012,8,20,2012,8-2012,Aug,3,3-2012,9/21/2012,32,S COLLISION,RELEASED,
TUVU,,,,5922-12-245,8/20/2012,8,20,2012,8-2012,Aug,3,3-2012,8/22/2012,2,S COLLISION,EUTHANIZED,
RTHA,,,,5923-12-246,8/21/2012,8,21,2012,8-2012,Aug,3,3-2012,9/5/2012,15,SPP CONFLICT,DIED,
GHOW,,,,5924-12-247,8/22/2012,8,22,2012,8-2012,Aug,3,3-2012,8/22/2012,0,,EUTHANIZED,
EASO,,,,5925-12-248,8/23/2012,8,23,2012,8-2012,Aug,3,3-2012,9/16/2012,24,HBC,RELEASED,
RSHA,,,,5926-12-249,8/24/2012,8,24,2012,8-2012,Aug,3,3-2012,8/24/2012,0,,EUTHANIZED,
BDOW,,,,5927-12-250,8/24/2012,8,24,2012,8-2012,Aug,3,3-2012,8/24/2012,0,S COLLISION,EUTHANIZED,
GHOW,,,,5928-12-251,8/31/2012,8,31,2012,8-2012,Aug,3,3-2012,8/31/2012,0,S COLLISION,EUTHANIZED,
MIKI,,,,5929-12-252,8/31/2012,8,31,2012,8-2012,Aug,3,3-2012,1/13/2013,135,UNKNOWN,TRANSFER OUT,
COHA,,,,5930-12-253,9/4/2012,9,4,2012,9-2012,Sep,3,3-2012,9/4/2012,0,S COLLISION,EUTHANIZED,
TUVU,,,,5931-12-254,9/5/2012,9,5,2012,9-2012,Sep,3,3-2012,9/5/2012,0,S COLLISION,EUTHANIZED,
TUVU,,,,5932-12-255,9/5/2012,9,5,2012,9-2012,Sep,3,3-2012,9/7/2012,2,S COLLISION,EUTHANIZED,
BDOW,,,,5933-12-256,9/8/2012,9,8,2012,9-2012,Sep,3,3-2012,9/8/2012,0,S COLLISION,DIED,
RTHA,,,,5934-12-257,9/10/2012,9,10,2012,9-2012,Sep,3,3-2012,9/11/2012,1,S COLLISION,DIED,
RTHA,,,,5935-12-258,9/10/2012,9,10,2012,9-2012,Sep,3,3-2012,9/11/2012,1,,DIED,
COHA,,,,5936-12-259,9/10/2012,9,10,2012,9-2012,Sep,3,3-2012,9/13/2012,3,S COLLISION,DIED,
RSHA,,,,5937-12-260,9/12/2012,9,12,2012,9-2012,Sep,3,3-2012,10/21/2012,39,S COLLISION,RELEASED,
TUVU,,,,5938-12-261,9/13/2012,9,13,2012,9-2012,Sep,3,3-2012,9/13/2012,0,S COLLISION,EUTHANIZED,
OSPR,,,,5939-12-262,9/18/2012,9,18,2012,9-2012,Sep,3,3-2012,9/18/2012,0,S COLLISION,EUTHANIZED,
BLVU,,,,5940-12-263,9/23/2012,9,23,2012,9-2012,Sep,3,3-2012,9/24/2012,1,S COLLISION,EUTHANIZED,
RTHA,,,,5941-12-264,9/25/2012,9,25,2012,9-2012,Sep,3,3-2012,11/8/2012,44,S COLLISION/GUNSHOT,EUTHANIZED,
BAEA,,,,5942-12-265,9/25/2012,9,25,2012,9-2012,Sep,3,3-2012,9/25/2012,0,S HBC,EUTHANIZED,
RTHA,,,,5943-12-266,9/25/2012,9,25,2012,9-2012,Sep,3,3-2012,12/28/2012,94,S HBC,RELEASED,
EASO,,,,5944-12-267,9/27/2012,9,27,2012,9-2012,Sep,3,3-2012,10/12/2012,15,S COLLISION,ESCAPED,
COHA,,,,5945-12-268,9/27/2012,9,27,2012,9-2012,Sep,3,3-2012,10/30/2012,33,S COLLISION,RELEASED,
COHA,,,,5946-12-269,9/28/2012,9,28,2012,9-2012,Sep,3,3-2012,9/28/2012,0,GUNSHOT,EUTHANIZED,
TUVU,,,,5947-12-270,9/29/2012,9,29,2012,9-2012,Sep,3,3-2012,10/10/2012,11,S HBC,DIED,
BLVU,,,,5948-12-271,9/30/2012,9,30,2012,9-2012,Sep,3,3-2012,9/30/2012,0,S COLLISION,EUTHANIZED,
RSHA,,,,5949-12-272,9/30/2012,9,30,2012,9-2012,Sep,3,3-2012,10/12/2012,12,GUNSHOT,EUTHANIZED,
BDOW,,,,5950-12-273,10/4/2012,10,4,2012,10-2012,Oct,4,4-2012,10/4/2012,0,GUNSHOT,EUTHANIZED,
EASO,,,,5951-12-274,10/5/2012,10,5,2012,10-2012,Oct,4,4-2012,,NA,S COLLISION,ESCAPED,
RTHA,,,,5952-12-275,10/6/2012,10,6,2012,10-2012,Oct,4,4-2012,10/25/2012,19,S COLLISION,EUTHANIZED,
STKI,,,,5953-12-276,10/11/2012,10,11,2012,10-2012,Oct,4,4-2012,4/2/2013,173,GUNSHOT,RELEASED,
BDOW,,,,5954-12-277,10/13/2012,10,13,2012,10-2012,Oct,4,4-2012,11/23/2012,41,S COLLISION,RELEASED,
BDOW,,,,5955-12-278,10/14/2012,10,14,2012,10-2012,Oct,4,4-2012,12/28/2012,75,HBC,RELEASED,
COHA,,,,5956-12-279,10/19/2012,10,19,2012,10-2012,Oct,4,4-2012,10/30/2012,11,S COLLISION,RELEASED,
COHA,,,,5957-12-280,10/20/2012,10,20,2012,10-2012,Oct,4,4-2012,10/31/2012,11,S COLLISION,RELEASED,
TUVU,,,,5958-12-281,10/24/2012,10,24,2012,10-2012,Oct,4,4-2012,10/30/2012,6,,EUTHANIZED,
AMKE,,,,5959-12-282,10/29/2012,10,29,2012,10-2012,Oct,4,4-2012,10/31/2012,2,S COLLISION,DIED,
OSPR,,,,5960-12-283,10/29/2012,10,29,2012,10-2012,Oct,4,4-2012,11/11/2012,13,,EUTHANIZED,
TUVU,,,,5961-12-284,10/30/2012,10,30,2012,10-2012,Oct,4,4-2012,10/30/2012,0,S COLLISION,EUTHANIZED,
TUVU,,,,5962-12-285,10/30/2012,10,30,2012,10-2012,Oct,4,4-2012,1/4/2013,66,GUNSHOT,RELEASED,
COHA,,,,5963-12-286,10/30/2012,10,30,2012,10-2012,Oct,4,4-2012,10/30/2012,0,S COLLISION,EUTHANIZED,
OSPR,,,,5964-12-287,10/31/2012,10,31,2012,10-2012,Oct,4,4-2012,11/4/2012,4,SPP CONFLICT,EUTHANIZED,
RTHA,,,,5965-12-288,11/1/2012,11,1,2012,11-2012,Nov,4,4-2012,11/1/2012,0,,EUTHANIZED,
GHOW,,,,5966-12-289,11/2/2012,11,2,2012,11-2012,Nov,4,4-2012,12/1/2012,29,S TOXICITY,RELEASED,
COHA,,,,5967-12-290,11/4/2012,11,4,2012,11-2012,Nov,4,4-2012,11/4/2012,0,S COLLISION,EUTHANIZED,
RSHA,,,,5968-12-291,11/4/2012,11,4,2012,11-2012,Nov,4,4-2012,11/4/2012,0,HBC/ S COLLISION,EUTHANIZED,
EASO,,,,5969-12-292,11/5/2012,11,5,2012,11-2012,Nov,4,4-2012,11/21/2012,16,HBC/ S COLLISION,RELEASED,
RSHA,,,,5970-12-293,11/6/2012,11,6,2012,11-2012,Nov,4,4-2012,11/9/2012,3,S COLLISION,EUTHANIZED,
RTHA,,,,5971-12-294,11/7/2012,11,7,2012,11-2012,Nov,4,4-2012,11/7/2012,0,S COLLISION,EUTHANIZED,
EASO,,,,5972-12-295,11/8/2012,11,8,2012,11-2012,Nov,4,4-2012,11/9/2012,1,S COLLISION,DIED,
RTHA,,,,5973-12-296,11/11/2012,11,11,2012,11-2012,Nov,4,4-2012,11/12/2012,1,S COLLISION,DIED,
RTHA,,,,5974-12-297,11/12/2012,11,12,2012,11-2012,Nov,4,4-2012,11/14/2012,2,S COLLISION,EUTHANIZED,
BLVU,,,,5975-12-298,11/12/2012,11,12,2012,11-2012,Nov,4,4-2012,11/12/2012,0,S COLLISION,EUTHANIZED,
BDOW,,,,5976-12-299,11/12/2012,11,12,2012,11-2012,Nov,4,4-2012,11/14/2012,2,ELECTRIC SHOCK,EUTHANIZED,
EASO,,,,5977-12-300,11/14/2012,11,14,2012,11-2012,Nov,4,4-2012,12/19/2012,35,S COLLISION,RELEASED,
EASO,,,,5978-12-301,11/14/2012,11,14,2012,11-2012,Nov,4,4-2012,11/14/2012,0,S COLLISION,EUTHANIZED,
SSHA,,,,5979-12-302,11/16/2012,11,16,2012,11-2012,Nov,4,4-2012,11/17/2012,1,SPP CONFLICT,DIED,
RTHA,,,,5980-12-303,11/16/2012,11,16,2012,11-2012,Nov,4,4-2012,12/30/2012,44,S COLLISION,RELEASED,
RSHA,,,,5981-12-304,11/16/2012,11,16,2012,11-2012,Nov,4,4-2012,11/16/2012,0,HBC,EUTHANIZED,
EASO,,,,5982-12-305,11/16/2012,11,16,2012,11-2012,Nov,4,4-2012,12/28/2012,42,S COLLISION,RELEASED,
BAEA,,,,5983-12-306,11/17/2012,11,17,2012,11-2012,Nov,4,4-2012,11/20/2012,3,SPP CONFLICT,DIED,
RSHA,,,,5984-12-307,11/17/2012,11,17,2012,11-2012,Nov,4,4-2012,11/19/2012,2,HBC,DIED,
PEFA,,,,5985-12-308,11/20/2012,11,20,2012,11-2012,Nov,4,4-2012,12/28/2012,38,S COLLISION,RELEASED,
RTHA,,,,5986-12-309,11/22/2012,11,22,2012,11-2012,Nov,4,4-2012,1/28/2013,67,S COLLISION,RELEASED,
BDOW,,,,5987-12-310,11/23/2012,11,23,2012,11-2012,Nov,4,4-2012,11/27/2012,4,TRAPPED/ENTANGLED,EUTHANIZED,
COHA,,,,5988-12-311,11/24/2012,11,24,2012,11-2012,Nov,4,4-2012,11/27/2012,3,S COLLISION,EUTHANIZED,
BLVU,,,,5989-12-312,11/25/2012,11,25,2012,11-2012,Nov,4,4-2012,11/25/2012,0,GUNSHOT,EUTHANIZED,
BAEA,,,,5990-12-313,11/25/2012,11,25,2012,11-2012,Nov,4,4-2012,11/25/2012,0,S COLLISION,EUTHANIZED,
EASO,,,,5991-12-314,11/25/2012,11,25,2012,11-2012,Nov,4,4-2012,11/25/2012,0,S COLLISION,EUTHANIZED,
BDOW,,,,5992-12-315,11/26/2012,11,26,2012,11-2012,Nov,4,4-2012,11/29/2012,3,S COLLISION,EUTHANIZED,
RSHA,,,,5993-12-316,11/26/2012,11,26,2012,11-2012,Nov,4,4-2012,1/7/2013,42,S COLLISION,RELEASED,
EASO,,,,5994-12-317,11/27/2012,11,27,2012,11-2012,Nov,4,4-2012,11/27/2012,0,S COLLISION,EUTHANIZED,
BAEA,,,,5995-12-318,11/27/2012,11,27,2012,11-2012,Nov,4,4-2012,3/17/2013,110,SPP CONFLICT,RELEASED,
BDOW,,,,5996-12-319,11/28/2012,11,28,2012,11-2012,Nov,4,4-2012,11/30/2012,2,HBC,DIED,
BDOW,,,,5997-12-320,11/30/2012,11,30,2012,11-2012,Nov,4,4-2012,2/20/2013,82,HBC,RELEASED,
BAEA,,,,5998-12-321,12/2/2012,12,2,2012,12-2012,Dec,4,4-2012,3/9/2013,97,SPP CONFLICT/TOXICITY,RELEASED,
RTHA,,,,5999-12-322,12/3/2012,12,3,2012,12-2012,Dec,4,4-2012,2/7/2013,66,GUNSHOT,EUTHANIZED,
RTHA,,,,6000-12-323,12/5/2012,12,5,2012,12-2012,Dec,4,4-2012,12/28/2012,23,ELECTRIC SHOCK,EUTHANIZED,
BDOW,,,,6001-12-324,12/5/2012,12,5,2012,12-2012,Dec,4,4-2012,12/28/2012,23,HBC,RELEASED,
GHOW,,,,6002-12-325,12/5/2012,12,5,2012,12-2012,Dec,4,4-2012,12/6/2012,1,ELECTRIC SHOCK,EUTHANIZED,
EASO,,,,6003-12-326,12/6/2012,12,6,2012,12-2012,Dec,4,4-2012,1/22/2012,NA,S COLLISION,RELEASED,
TUVU,,,,6004-12-327,12/6/2012,12,6,2012,12-2012,Dec,4,4-2012,12/6/2012,0,S COLLISION,EUTHANIZED,
BDOW,,,,6005-12-328,12/7/2012,12,7,2012,12-2012,Dec,4,4-2012,1/24/2013,48,S COLLISION,RELEASED,
TUVU,,,,6006-12-329,12/7/2012,12,7,2012,12-2012,Dec,4,4-2012,12/7/2012,0,S COLLISION,EUTHANIZED,
RSHA,,,,6007-12-330,12/7/2012,12,7,2012,12-2012,Dec,4,4-2012,12/8/2012,1,S COLLISION,DIED,
RSHA,,,,6008-12-331,12/9/2012,12,9,2012,12-2012,Dec,4,4-2012,12/10/2012,1,ELECTRIC SHOCK,EUTHANIZED,
RTHA,,,,6009-12-332,12/10/2012,12,10,2012,12-2012,Dec,4,4-2012,12/12/2012,2,S COLLISION,DIED,
RSHA,,,,6010-12-333,12/11/2012,12,11,2012,12-2012,Dec,4,4-2012,12/11/2012,0,EMACIATION,DIED,
SSHA,,,,6011-12-334,12/12/2012,12,12,2012,12-2012,Dec,4,4-2012,12/15/2012,3,TRAPPED/ENTANGLED,DIED,
RTHA,,,,6012-12-335,12/13/2012,12,13,2012,12-2012,Dec,4,4-2012,2/6/2013,55,GUNSHOT,EUTHANIZED,
RTHA,,,,6013-12-336,12/13/2012,12,13,2012,12-2012,Dec,4,4-2012,12/14/2012,1,S COLLISION,EUTHANIZED,
EASO,,,,6014-12-337,12/14/2012,12,14,2012,12-2012,Dec,4,4-2012,1/15/2013,32,S COLLISION,RELEASED,
RTHA,,,,6015-12-338,12/20/2012,12,20,2012,12-2012,Dec,4,4-2012,12/21/2012,1,S COLLISION,DIED,
RTHA,,,,6016-12-339,12/20/2012,12,20,2012,12-2012,Dec,4,4-2012,12/21/2012,1,S COLLISION,DIED,
OSPR,,,,6017-12-340,12/22/2012,12,22,2012,12-2012,Dec,4,4-2012,12/27/2012,5,S COLLISION,RELEASED,
BDOW,,,,6018-12-341,12/23/2012,12,23,2012,12-2012,Dec,4,4-2012,12/25/2012,2,S COLLISION,EUTHANIZED,
SSHA,,,,6019-12-342,12/24/2012,12,24,2012,12-2012,Dec,4,4-2012,12/26/2012,2,S COLLISION,DIED,
RSHA,,,,6020-12-343,12/25/2012,12,25,2012,12-2012,Dec,4,4-2012,12/25/2012,0,S COLLISION,EUTHANIZED,
RTHA,,,,6021-12-344,12/27/2012,12,27,2012,12-2012,Dec,4,4-2012,2/2/2013,37,S COLLISION,RELEASED,
MERL,,,,6022-12-345,12/27/2012,12,27,2012,12-2012,Dec,4,4-2012,5/21/2013,145,S COLLISION,TRANSFER OUT,
GHOW,,,,6023-12-346,12/28/2012,12,28,2012,12-2012,Dec,4,4-2012,12/28/2012,0,S COLLISION,EUTHANIZED,
EASO,,,,6024-12-347,12/28/2012,12,28,2012,12-2012,Dec,4,4-2012,12/28/2012,0,S COLLISION,EUTHANIZED,
EASO,,,,6025-12-348,12/28/2012,12,28,2012,12-2012,Dec,4,4-2012,12/31/2012,3,S COLLISION,EUTHANIZED,
COHA,,,,6026-12-349,12/30/2012,12,30,2012,12-2012,Dec,4,4-2012,5/9/2012,NA,S COLLISION,TRANSFER OUT,
BDOW,,,,6027-12-350,12/30/2012,12,30,2012,12-2012,Dec,4,4-2012,12/30/2012,0,S COLLISION,EUTHANIZED,
RTHA,,,,6028-12-351,12/30/2012,12,30,2012,12-2012,Dec,4,4-2012,12/30/2012,0,ELECTRIC SHOCK,EUTHANIZED,
GHOW,,,,6029-12-352,12/31/2012,12,31,2012,12-2012,Dec,4,4-2012,12/31/2012,0,S COLLISION,DIED,
BDOW,Barred Owl,Strix,varia,8008-17-382,10/31/2017,10,31,2017,10-2017,Oct,4,4-2017,11/16/2017,16,"""rehabber"" without license had bird for 6 days",Euthanized,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,1365-17-236,10/2/2017,10,2,2017,10-2017,Oct,4,4-2017,10/2/2017,0,"Animal Control dropped off bird at the North Charleston Veterinary Specialty Care. No obvious injuries, but will not fly. Possible left wing injury. Emaciated. Weak. Found laying on side in the wet grass, open mouth breathing.",Died,
BAEA,Bald Eagle,Haliaeetus,leucocephalus,7659-17-033,1/30/2017,1,30,2017,1-2017,Jan,1,1-2017,1/30/2017,0,"at landfill, not flying",Euthanized,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,7681-17-055,2/15/2017,2,15,2017,2-2017,Feb,1,1-2017,2/22/2017,7,"attacked and chased lure during SEWE practice in Marion Square, downtown Charleston",Released,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,13-165,5/30/2013,5,30,2013,5-2013,May,2,2-2013,6/2/2013,3,attacked by dogs,Euthanized,
TUVU,Turkey Vulture,Cathartes,aura,7644-17-018,1/17/2017,1,17,2017,1-2017,Jan,1,1-2017,1/25/2017,8,attacked by Harris Hawk on CBP property,Released,
GBHE,Great Blue Heron,Ardea,herodias,S13-083,7/21/2013,7,21,2013,7-2013,Jul,3,3-2013,7/21/2013,0,"backyard injured, unable to fly",Euthanized,
BRPE,Brown Pelican,Pelecanus,occidentalis,S13-025,3/21/2013,3,21,2013,3-2013,Mar,1,1-2013,5/7/2013,47,"Banging on people's doors, shivering",Released,
BDOW,Barred Owl,Strix,varia,7964-17-338,9/18/2017,9,18,2017,9-2017,Sep,3,3-2017,10/17/2017,29,"BDOW struck by car in Summerville, SC at the intersection of Old Trolley Road and Dorchester Road. The Summerville Police department contained the BDOW and kept it overnight. They dropped off the BDOW to 3163 West Montague Avenue, Veterinary Specialty Care. Emily Davis picked up bird first thing in the morning and transported to Clinic",Released,
